Date,Open,High,Low,Close,Volume,Adj Close
2012-08-31,3.39,3.39,3.30,3.30,20200,3.10
2012-08-30,3.55,3.56,3.48,3.56,66700,3.21
2012-08-29,3.34,3.59,3.34,3.52,60300,3.18
2012-08-28,3.27,3.34,3.26,3.34,8500,3.01
2012-08-27,3.36,3.36,3.27,3.27,10500,2.95
2012-08-24,3.41,3.41,3.31,3.33,38800,3.00
2012-08-23,3.43,3.46,3.42,3.42,49600,3.09
2012-08-22,3.40,3.43,3.40,3.43,8900,3.09
2012-08-21,3.41,3.43,3.40,3.40,24000,3.07
2012-08-20,3.39,3.41,3.39,3.40,24000,3.07
2012-08-17,3.35,3.39,3.34,3.39,17000,3.06
2012-08-16,3.33,3.35,3.33,3.34,18400,3.01
2012-08-15,3.35,3.36,3.33,3.33,18100,3.00
2012-08-14,3.33,3.36,3.32,3.34,23700,3.01
2012-08-13,3.40,3.40,3.33,3.33,23000,3.00
2012-08-10,3.37,3.40,3.37,3.40,21900,3.07
2012-08-09,3.32,3.40,3.32,3.34,49200,3.01
2012-08-08,3.30,3.33,3.30,3.32,13700,2.99
2012-08-07,3.27,3.40,3.27,3.32,34500,2.99
2012-08-06,3.30,3.34,3.27,3.27,47100,2.95
2012-08-03,3.28,3.28,3.27,3.27,13500,2.95
2012-08-02,3.28,3.34,3.28,3.28,39300,2.96
2012-08-01,3.28,3.30,3.27,3.30,14200,2.98
2012-07-31,3.31,3.32,3.27,3.32,25500,2.99
2012-07-30,3.30,3.36,3.28,3.28,15500,2.96
2012-07-27,3.25,3.31,3.25,3.30,24600,2.98
2012-07-26,3.28,3.30,3.23,3.23,35000,2.91
2012-07-25,3.31,3.36,3.28,3.28,38800,2.96
2012-07-24,3.28,3.33,3.28,3.33,26200,3.00
2012-07-23,3.21,3.27,3.21,3.27,33800,2.95
2012-07-20,3.19,3.20,3.17,3.20,23900,2.89
2012-07-19,3.18,3.19,3.16,3.17,8600,2.86
2012-07-18,3.12,3.17,3.12,3.17,17300,2.86
2012-07-17,3.12,3.15,3.11,3.15,29900,2.84
2012-07-16,3.08,3.11,3.08,3.11,6900,2.81
2012-07-13,3.05,3.10,3.02,3.07,62500,2.77
2012-07-12,3.10,3.10,3.05,3.05,40500,2.75
2012-07-11,3.10,3.13,3.09,3.09,19800,2.79
2012-07-10,3.09,3.09,3.08,3.09,11200,2.79
2012-07-09,3.09,3.10,3.08,3.08,37700,2.78
2012-07-06,3.06,3.09,3.06,3.08,64000,2.78
2012-07-05,3.07,3.08,3.06,3.06,63200,2.76
2012-07-04,3.09,3.10,3.06,3.08,38800,2.78
2012-07-03,3.09,3.09,3.06,3.06,55800,2.76
2012-07-02,3.06,3.07,3.06,3.07,31400,2.77
2012-06-29,3.05,3.05,3.04,3.05,12700,2.75
2012-06-28,3.05,3.06,3.05,3.05,17800,2.75
2012-06-27,3.06,3.06,3.03,3.06,61100,2.76
2012-06-26,3.04,3.06,3.00,3.01,92000,2.72
2012-06-25,3.10,3.10,3.03,3.04,9900,2.74
2012-06-22,3.06,3.10,3.01,3.10,29000,2.80
2012-06-21,3.01,3.10,3.01,3.08,86500,2.78
2012-06-20,3.04,3.04,3.00,3.01,42700,2.72
2012-06-19,2.98,3.04,2.98,3.04,52000,2.74
2012-06-18,2.98,3.03,2.90,2.95,664800,2.66
2012-06-15,3.00,3.00,2.97,3.00,109300,2.71
2012-06-14,3.01,3.05,2.98,3.03,61600,2.73
2012-06-13,3.08,3.08,3.03,3.06,52400,2.76
2012-06-12,3.09,3.10,3.05,3.08,64800,2.78
2012-06-11,3.12,3.12,3.12,3.12,000,2.81
2012-06-08,3.13,3.13,3.12,3.12,20400,2.81
2012-06-07,3.14,3.15,3.12,3.14,18200,2.83
2012-06-06,3.07,3.15,3.04,3.15,4200,2.84
2012-06-05,3.00,3.06,3.00,3.02,13100,2.72
2012-06-04,3.06,3.06,2.94,3.00,38900,2.71
2012-06-01,3.10,3.19,3.08,3.08,71900,2.78
2012-05-31,3.09,3.16,3.09,3.10,11400,2.80
2012-05-30,3.11,3.13,3.08,3.08,46400,2.78
2012-05-29,3.20,3.20,3.09,3.11,38300,2.81
2012-05-28,3.25,3.30,3.20,3.20,43500,2.89
2012-05-25,3.23,3.30,3.21,3.30,16300,2.98
2012-05-24,3.19,3.21,3.19,3.19,21000,2.88
2012-05-23,3.11,3.15,3.11,3.14,23800,2.83
2012-05-22,3.00,3.14,3.00,3.10,47000,2.80
2012-05-21,2.94,2.97,2.93,2.94,27600,2.65
2012-05-18,2.91,2.94,2.90,2.94,41200,2.65
2012-05-17,2.85,2.92,2.85,2.87,77000,2.59
2012-05-16,2.90,2.90,2.80,2.86,44600,2.58
2012-05-15,2.99,2.99,2.90,2.97,62000,2.68
2012-05-14,2.99,3.00,2.99,3.00,3600,2.71
2012-05-11,3.01,3.03,2.95,3.02,112700,2.72
2012-05-10,3.08,3.11,3.02,3.02,39000,2.72
2012-05-09,3.15,3.15,3.10,3.10,30800,2.80
2012-05-08,3.12,3.16,3.12,3.15,94500,2.84
2012-05-07,3.15,3.17,3.07,3.10,41500,2.80
2012-05-04,3.15,3.16,3.14,3.15,53600,2.84
2012-05-03,3.15,3.25,3.15,3.15,69400,2.84
2012-05-02,3.18,3.20,3.15,3.15,57300,2.84
2012-05-01,3.15,3.17,3.11,3.17,96000,2.86
2012-04-30,3.19,3.20,3.15,3.15,565400,2.84
2012-04-27,3.22,3.22,3.19,3.19,30600,2.88
2012-04-26,3.25,3.25,3.20,3.22,30300,2.90
2012-04-25,3.25,3.25,3.25,3.25,000,2.93
2012-04-24,3.20,3.25,3.20,3.25,54400,2.93
2012-04-23,3.23,3.25,3.19,3.25,539100,2.93
2012-04-20,3.16,3.18,3.10,3.18,46300,2.87
2012-04-19,3.25,3.25,3.05,3.16,116800,2.85
2012-04-18,3.27,3.29,3.25,3.25,53000,2.93
2012-04-17,3.28,3.29,3.27,3.27,17700,2.95
2012-04-16,3.28,3.30,3.28,3.30,17700,2.98
2012-04-13,3.27,3.27,3.27,3.27,15900,2.95
2012-04-12,3.25,3.28,3.25,3.27,2900,2.95
2012-04-11,3.29,3.29,3.25,3.28,17700,2.96
2012-04-10,3.29,3.30,3.25,3.28,40200,2.96
2012-04-09,3.29,3.29,3.29,3.29,000,2.97
2012-04-06,3.29,3.29,3.29,3.29,000,2.97
2012-04-05,3.27,3.29,3.25,3.29,21700,2.97
2012-04-04,3.29,3.30,3.28,3.30,32100,2.98
2012-04-03,3.27,3.30,3.27,3.30,17400,2.98
2012-04-02,3.30,3.30,3.27,3.30,104000,2.98
2012-03-30,3.26,3.30,3.26,3.30,22300,2.98
2012-03-29,3.27,3.29,3.24,3.26,17500,2.94
2012-03-28,3.30,3.30,3.26,3.27,116900,2.95
2012-03-27,3.33,3.39,3.25,3.30,78100,2.98
2012-03-26,3.30,3.36,3.30,3.33,10800,3.00
2012-03-23,3.36,3.36,3.30,3.30,56900,2.98
2012-03-22,3.35,3.35,3.33,3.35,30900,3.02
2012-03-21,3.36,3.37,3.33,3.36,29200,3.03
2012-03-20,3.40,3.43,3.35,3.35,102400,3.02
2012-03-19,3.37,3.40,3.35,3.40,38000,3.07
2012-03-16,3.36,3.39,3.31,3.35,19600,3.02
2012-03-15,3.36,3.36,3.31,3.31,45500,2.99
2012-03-14,3.38,3.38,3.36,3.36,510100,3.03
2012-03-13,3.36,3.38,3.35,3.36,26500,3.03
2012-03-12,3.37,3.43,3.36,3.36,18100,3.03
2012-03-09,3.37,3.38,3.35,3.35,22400,3.02
2012-03-08,3.32,3.40,3.32,3.37,9400,3.04
2012-03-07,3.41,3.44,3.30,3.30,35900,2.98
2012-03-06,3.41,3.43,3.41,3.41,26300,3.08
2012-03-05,3.45,3.45,3.40,3.44,55100,3.10
2012-03-02,3.46,3.47,3.45,3.45,33500,3.11
2012-03-01,3.45,3.48,3.44,3.48,29400,3.14
2012-02-29,3.50,3.50,3.45,3.50,102600,3.16
2012-02-28,3.56,3.60,3.40,3.50,101900,3.16
2012-02-27,3.46,3.55,3.41,3.55,37900,3.20
2012-02-24,3.55,3.55,3.46,3.46,49600,3.12
2012-02-23,3.53,3.55,3.51,3.54,11600,3.19
2012-02-22,3.53,3.65,3.53,3.60,47400,3.25
