Date,Open,High,Low,Close,Volume,Dividend,Cash Rate,Inflation,,,
24/01/14,0.83,0.83,0.83,0.83,300,0,0.025,0.027,,,
23/01/14,0.85,0.85,0.85,0.85,18000,0,0.025,0.027,,,
22/01/14,0.82,0.82,0.82,0.82,0,0,0.025,0.027,,,
21/01/14,0.82,0.82,0.82,0.82,0,0,0.025,0.027,,,
20/01/14,0.82,0.82,0.82,0.82,0,0,0.025,0.027,,,
17/01/14,0.82,0.82,0.82,0.82,0,0,0.025,0.027,,,
16/01/14,0.84,0.85,0.82,0.82,62900,0,0.025,0.027,,,
15/01/14,0.82,0.84,0.82,0.84,72000,0,0.025,0.027,,,
13/01/14,0.83,0.83,0.83,0.83,0,0,0.025,0.027,,,
10/01/14,0.85,0.85,0.83,0.83,29500,0,0.025,0.027,,,
9/01/14,0.81,0.81,0.81,0.81,0,0,0.025,0.027,,,
8/01/14,0.81,0.81,0.81,0.81,0,0,0.025,0.027,,,
7/01/14,0.83,0.83,0.81,0.81,36200,0,0.025,0.027,,,
6/01/14,0.83,0.84,0.83,0.83,38100,0,0.025,0.027,,,
3/01/14,0.84,0.84,0.83,0.83,13300,0,0.025,0.027,,,
2/01/14,0.86,0.87,0.85,0.85,6000,0,0.025,0.027,,,
1/01/14,0.86,0.86,0.86,0.86,0,0,0.025,0.027,,,
31/12/13,0.86,0.86,0.86,0.86,0,0,0.025,0.027,,,
30/12/13,0.84,0.87,0.84,0.86,38600,0,0.025,0.027,,,
27/12/13,0.84,0.84,0.83,0.83,40500,0,0.025,0.027,,,
26/12/13,0.82,0.82,0.82,0.82,0,0,0.025,0.027,,,
25/12/13,0.82,0.82,0.82,0.82,0,0,0.025,0.027,,,
24/12/13,0.82,0.82,0.82,0.82,0,0,0.025,0.027,,,
23/12/13,0.84,0.84,0.82,0.82,29500,0,0.025,0.027,,,
20/12/13,0.82,0.82,0.82,0.82,8000,0,0.025,0.027,,,
19/12/13,0.84,0.84,0.84,0.84,0,0,0.025,0.027,,,
18/12/13,0.82,0.84,0.82,0.84,13500,0,0.025,0.027,,,
17/12/13,0.81,0.81,0.81,0.81,0,0,0.025,0.027,,,
16/12/13,0.81,0.81,0.81,0.81,0,0,0.025,0.027,,,
13/12/13,0.83,0.84,0.81,0.81,29200,0,0.025,0.027,,,
12/12/13,0.83,0.83,0.82,0.82,50900,0,0.025,0.027,,,
11/12/13,0.83,0.83,0.83,0.83,0,0,0.025,0.027
10/12/13,0.84,0.84,0.83,0.83,22500,0,0.025,0.027
9/12/13,0.83,0.83,0.83,0.83,0,0,0.025,0.027
6/12/13,0.83,0.83,0.83,0.83,90700,0,0.025,0.027
5/12/13,0.83,0.83,0.82,0.83,75400,0,0.025,0.027
4/12/13,0.85,0.85,0.83,0.83,4000,0,0.025,0.027
3/12/13,0.85,0.85,0.85,0.85,700,0,0.025,0.027
2/12/13,0.85,0.85,0.84,0.85,18500,0,0.025,0.027
29/11/13,0.82,0.85,0.82,0.83,51700,0,0.025,0.022
28/11/13,0.85,0.85,0.8,0.82,277500,0,0.025,0.022
27/11/13,0.93,0.93,0.93,0.93,0,0,0.025,0.022
26/11/13,0.93,0.93,0.93,0.93,0,0,0.025,0.022
25/11/13,0.93,0.93,0.93,0.93,0,0,0.025,0.022
22/11/13,0.93,0.93,0.93,0.93,3000,0,0.025,0.022
21/11/13,0.9,0.9,0.9,0.9,2300,0,0.025,0.022
20/11/13,0.88,0.9,0.88,0.9,23100,0,0.025,0.022
19/11/13,0.89,0.89,0.89,0.89,2000,0,0.025,0.022
18/11/13,0.92,0.92,0.89,0.9,34500,0,0.025,0.022
15/11/13,0.94,0.94,0.94,0.94,0,0,0.025,0.022
14/11/13,0.92,0.94,0.91,0.94,15600,0,0.025,0.022
13/11/13,0.93,0.93,0.9,0.9,104800,0,0.025,0.022
12/11/13,0.92,0.92,0.92,0.92,0,0,0.025,0.022
11/11/13,0.92,0.92,0.92,0.92,0,0,0.025,0.022
8/11/13,0.94,0.94,0.92,0.92,24700,0,0.025,0.022
7/11/13,0.95,0.95,0.95,0.95,35000,0,0.025,0.022
6/11/13,0.98,0.98,0.98,0.98,0,0,0.025,0.022
5/11/13,0.98,0.98,0.98,0.98,0,0,0.025,0.022
4/11/13,0.98,0.98,0.98,0.98,0,0,0.025,0.022
1/11/13,0.98,0.98,0.98,0.98,0,0,0.025,0.022
31/10/13,0.95,0.98,0.95,0.98,35900,0,0.025,0.022
30/10/13,0.95,0.95,0.95,0.95,0,0,0.025,0.022
29/10/13,0.95,0.95,0.95,0.95,25000,0,0.025,0.022
28/10/13,0.95,1,0.95,1,15000,0,0.025,0.022
25/10/13,0.95,0.95,0.94,0.94,15900,0,0.025,0.022
24/10/13,0.94,0.94,0.94,0.94,1700,0,0.025,0.022
23/10/13,0.94,0.95,0.94,0.95,12700,0,0.025,0.022
22/10/13,0.93,0.93,0.93,0.93,0,0,0.025,0.022
21/10/13,0.95,0.95,0.93,0.93,61400,0,0.025,0.022
18/10/13,0.94,0.94,0.94,0.94,12400,0,0.025,0.022
